92,19,2,6
92,15,2,6
91,19,2,6
90,17,2,6
93,16,2,6
90,15,2,6
93,20,2,6
90,16,2,6
94,17,2,6
93,17,2,6
92,16,2,6
90,18,2,6
90,17,2,6
92,16,2,6
89,17,2,6
92,17,2,6
93,19,2,6
91,19,2,6
91,15,2,6
90,16,2,6
93,17,2,6
94,17,2,6
92,16,2,6
92,19,2,6
94,18,2,6
95,19,2,6
94,19,2,6
92,16,2,6
94,17,2,6
91,17,2,6
93,15,2,6
91,17,2,6
94,18,2,6
91,16,2,6
92,16,2,6
89,17,2,6
92,17,2,6
91,17,2,6
93,16,2,6
91,15,2,6
92,18,2,6
91,15,2,6
92,18,2,6
92,19,2,6
93,17,2,6
95,17,2,6
93,18,2,6
91,15,2,6
91,17,2,6
92,20,2,6
90,17,2,6
93,17,2,6
94,15,2,6
93,15,2,6
93,18,2,6
91,18,2,6
93,18,2,6
93,16,2,6
92,15,2,6
92,18,2,6
90,14,2,6
91,14,2,6
94,18,2,6
92,18,2,6
92,17,2,6
92,16,2,6
91,14,2,6
93,18,2,6
93,16,2,6
91,17,2,6
93,19,2,6
92,15,2,6
91,14,2,6
91,19,2,6
93,16,2,6
92,19,2,6
91,15,2,6
94,18,2,6
93,15,2,6
92,17,2,6
92,19,2,6
93,16,2,6
91,17,2,6
93,20,2,6
93,17,2,6
96,19,2,6
92,17,2,6
91,15,2,6
91,17,2,6
91,17,2,6
92,15,2,6
92,17,2,6
92,20,2,6
92,17,2,6
93,17,2,6
92,18,2,6
94,15,2,6
93,17,2,6
93,16,2,6
94,15,2,6
90,18,2,6
96,17,2,6
93,17,2,6
93,17,2,6
95,18,2,6
91,17,2,6
93,18,2,6
90,18,2,6
93,18,2,6
92,17,2,6
93,17,2,6
91,17,2,6
95,15,2,6
92,16,2,6
93,18,2,6
91,18,2,6
92,18,2,6
92,16,2,6
90,18,2,6
92,18,2,6
95,16,2,6
95,17,2,6
94,19,2,6
92,15,2,6
92,16,2,6
91,15,2,6
93,17,2,6
93,19,2,6
91,16,2,6
91,15,2,6
92,15,2,6
93,16,2,6
91,16,2,6
92,17,2,6
92,18,2,6
92,17,2,6
91,18,2,6
92,17,2,6
93,17,2,6
94,18,2,6
94,16,2,6
92,17,2,6
93,19,2,6
92,16,2,6
92,18,2,6
91,16,2,6
91,16,2,6
91,16,2,6
90,17,2,6
95,17,2,6
92,16,2,6
92,16,2,6
95,18,2,6
92,17,2,6
92,16,2,6
92,17,2,6
92,16,2,6
92,16,2,6
93,18,2,6
90,16,2,6
91,17,2,6
92,14,2,6
92,15,2,6
93,18,2,6
92,16,2,6
94,17,2,6
91,17,2,6
91,16,2,6
92,17,2,6
91,19,2,6
90,18,2,6
90,19,2,6
94,15,2,6
92,17,2,6
94,15,2,6
90,14,2,6
92,15,2,6
91,15,2,6
91,18,2,6
93,16,2,6
91,17,2,6
90,18,2,6
93,15,2,6
92,17,2,6
90,17,2,6
93,17,2,6
91,17,2,6
93,17,2,6
92,18,2,6
93,17,2,6
87,18,2,6
91,19,2,6
93,16,2,6
93,17,2,6
93,16,2,6
92,18,2,6
92,16,2,6
93,18,2,6
91,15,2,6
92,17,2,6
93,17,2,6
89,19,2,6
91,16,2,6
92,13,2,6
93,14,2,6
90,16,2,6
94,18,2,6
90,17,2,6
89,18,2,6
92,15,2,6
95,15,2,6
92,15,2,6
94,18,2,6
91,17,2,6
91,16,2,6
92,15,2,6
93,18,2,6
91,18,2,6
91,17,2,6
93,18,2,6
91,14,2,6
90,16,2,6
91,19,2,6
93,15,2,6
90,17,2,6
93,16,2,6
92,16,2,6
90,18,2,6
93,18,2,6
93,19,2,6
92,16,2,6
93,18,2,6
90,16,2,6
93,16,2,6
92,18,2,6
93,14,2,6
94,15,2,6
94,19,2,6
92,16,2,6
95,19,2,6
91,17,2,6
91,16,2,6
94,19,2,6
94,15,2,6
91,18,2,6
90,17,2,6
94,17,2,6
92,16,2,6
95,16,2,6
90,18,2,6
92,18,2,6
91,17,2,6
91,17,2,6
91,15,2,6
92,17,2,6
90,15,2,6
88,18,2,6
92,18,2,6
93,17,2,6
92,17,2,6
91,15,2,6
95,17,2,6
91,18,2,6
94,17,2,6
91,16,2,6
89,18,2,6
91,15,2,6
92,15,2,6
91,17,2,6
93,16,2,6
94,15,2,6
93,15,2,6
94,17,2,6
92,19,2,6
92,17,2,6
91,17,2,6
93,19,2,6
94,17,2,6
92,16,2,6
90,18,2,6
94,16,2,6
91,17,2,6
93,15,2,6
90,14,2,6
91,16,2,6
92,18,2,6
94,18,2,6
91,18,2,6
93,16,2,6
89,17,2,6
92,16,2,6
91,19,2,6
93,16,2,6
92,17,2,6
92,17,2,6
95,18,2,6
91,17,2,6
90,17,2,6
95,18,2,6
95,18,2,6
92,17,2,6
91,17,2,6
93,15,2,6
92,16,2,6
91,15,2,6
93,19,2,6
92,17,2,6
90,18,2,6
91,20,2,6
91,18,2,6
93,18,2,6
92,17,2,6
92,19,2,6
90,17,2,6
88,18,2,6
93,17,2,6
92,16,2,6
93,17,2,6
92,19,2,6
91,17,2,6
93,16,2,6
92,14,2,6
91,18,2,6
92,18,2,6
91,19,2,6
92,18,2,6
91,17,2,6
93,15,2,6
91,17,2,6
93,19,2,6
93,18,2,6
91,18,2,6
90,17,2,6
92,18,2,6
93,17,2,6
90,17,2,6
95,18,2,6
92,19,2,6
94,14,2,6
92,20,2,6
91,17,2,6
91,13,2,6
92,16,2,6
91,15,2,6
92,17,2,6
93,16,2,6
92,17,2,6
94,18,2,6
92,16,2,6
93,18,2,6
92,18,2,6
92,17,2,6
93,17,2,6
93,18,2,6
93,16,2,6
93,15,2,6
91,19,2,6
93,16,2,6
93,16,2,6
92,18,2,6
92,17,2,6
95,16,2,6
93,17,2,6
92,19,2,6
94,15,2,6
91,16,2,6
90,18,2,6
93,17,2,6
93,17,2,6
94,16,2,6
93,17,2,6
92,16,2,6
91,17,2,6
91,17,2,6
92,16,2,6
93,19,2,6
91,14,2,6
91,19,2,6
92,16,2,6
91,15,2,6
93,15,2,6
93,17,2,6
93,18,2,6
92,15,2,6
93,17,2,6
92,17,2,6
90,16,2,6
94,18,2,6
90,16,2,6
92,18,2,6
92,16,2,6
90,15,2,6
94,17,2,6
90,18,2,6
90,17,2,6
91,18,2,6
93,17,2,6
94,17,2,6
93,15,2,6
94,20,2,6
92,13,2,6
95,16,2,6
92,18,2,6
93,17,2,6
93,18,2,6
91,18,2,6
92,18,2,6
91,17,2,6
92,16,2,6
93,18,2,6
92,16,2,6
90,15,2,6
92,15,2,6
94,18,2,6
94,16,2,6
92,16,2,6
94,17,2,6
90,18,2,6
92,15,2,6
92,17,2,6
92,19,2,6
92,17,2,6
94,17,2,6
93,20,2,6
92,19,2,6
91,21,2,6
91,18,2,6
93,17,2,6
89,17,2,6
90,16,2,6
94,17,2,6
93,17,2,6
93,14,2,6
92,18,2,6
92,17,2,6
92,16,2,6
92,18,2,6
93,17,2,6
93,16,2,6
92,18,2,6
92,19,2,6
93,17,2,6
90,18,2,6
89,17,2,6
92,18,2,6
91,19,2,6
90,19,2,6
91,17,2,6
92,14,2,6
94,18,2,6
91,18,2,6
94,17,2,6
92,18,2,6
93,17,2,6
91,17,2,6
93,16,2,6
92,17,2,6
91,18,2,6
91,16,2,6
92,17,2,6
92,15,2,6
94,18,2,6
92,18,2,6
91,17,2,6
94,18,2,6
93,16,2,6
93,18,2,6
91,19,2,6
91,16,2,6
91,16,2,6
91,17,2,6
93,16,2,6
93,17,2,6
92,17,2,6
93,16,2,6
92,15,2,6
93,17,2,6
91,14,2,6
92,15,2,6
93,15,2,6
90,17,2,6
90,17,2,6
94,19,2,6
91,19,2,6
96,14,2,6
93,18,2,6
93,18,2,6
90,16,2,6
94,19,2,6
92,19,2,6
92,15,2,6
93,17,2,6
93,17,2,6
92,16,2,6
93,19,2,6
89,17,2,6
93,15,2,6
93,17,2,6
94,17,2,6
92,16,2,6
91,17,2,6
94,17,2,6
90,18,2,6
91,17,2,6
91,16,2,6
93,13,2,6
93,19,2,6
93,18,2,6
93,16,2,6
91,17,2,6
91,18,2,6
92,20,2,6
94,15,2,6
93,18,2,6
93,18,2,6
92,14,2,6
89,17,2,6
92,16,2,6
92,18,2,6
92,19,2,6
94,18,2,6
89,19,2,6
92,16,2,6
93,17,2,6
92,18,2,6
94,16,2,6
93,14,2,6
93,18,2,6
90,15,2,6
93,16,2,6
91,15,2,6
93,18,2,6
93,16,2,6
92,17,2,6
92,17,2,6
93,17,2,6
93,18,2,6
92,17,2,6
93,19,2,6
92,16,2,6
94,19,2,6
93,17,2,6
92,18,2,6
93,19,2,6
93,18,2,6
93,19,2,6
94,17,2,6
94,17,2,6
92,17,2,6
93,16,2,6
90,15,2,6
90,17,2,6
90,14,2,6
93,20,2,6
93,20,2,6
91,17,2,6
91,18,2,6
92,16,2,6
93,20,2,6
93,16,2,6
92,17,2,6
90,16,2,6
91,14,2,6
94,19,2,6
92,17,2,6
95,16,2,6
90,18,2,6
92,18,2,6
93,16,2,6
91,18,2,6
91,17,2,6
92,16,2,6
92,16,2,6
89,18,2,6
92,18,2,6
90,17,2,6
91,16,2,6
90,17,2,6
92,17,2,6
93,16,2,6
93,16,2,6
93,17,2,6
93,18,2,6
92,16,2,6
92,17,2,6
90,18,2,6
93,17,2,6
91,18,2,6
90,17,2,6
91,18,2,6
93,17,2,6
94,18,2,6
92,18,2,6
91,17,2,6
93,16,2,6
90,20,2,6
90,15,2,6
90,18,2,6
92,18,2,6
92,19,2,6
94,16,2,6
90,18,2,6
90,18,2,6
92,18,2,6
94,17,2,6
90,18,2,6
92,18,2,6
91,15,2,6
92,16,2,6
93,17,2,6
91,19,2,6
91,17,2,6
89,17,2,6
91,15,2,6
92,17,2,6
91,16,2,6
92,15,2,6
92,17,2,6
91,17,2,6
94,16,2,6
91,14,2,6
94,17,2,6
91,17,2,6
90,19,2,6
92,17,2,6
94,17,2,6
91,19,2,6
92,18,2,6
92,15,2,6
93,17,2,6
92,17,2,6
94,17,2,6
90,19,2,6
93,15,2,6
93,18,2,6
91,19,2,6
92,18,2,6
92,17,2,6
90,17,2,6
94,19,2,6
93,17,2,6
93,16,2,6
92,16,2,6
91,19,2,6
92,17,2,6
94,16,2,6
93,17,2,6
93,19,2,6
91,17,2,6
91,17,2,6
93,18,2,6
91,19,2,6
91,15,2,6
93,19,2,6
92,16,2,6
92,17,2,6
93,16,2,6
89,19,2,6
92,17,2,6
93,17,2,6
92,19,2,6
90,16,2,6
94,15,2,6
94,19,2,6
90,20,2,6
92,17,2,6
91,18,2,6
92,17,2,6
92,16,2,6
91,17,2,6
92,18,2,6
92,16,2,6
92,16,2,6
94,15,2,6
91,15,2,6
91,16,2,6
90,17,2,6
93,18,2,6
90,17,2,6
91,17,2,6
94,17,2,6
94,16,2,6
93,17,2,6
93,19,2,6
93,19,2,6
91,16,2,6
90,16,2,6
92,18,2,6
89,18,2,6
93,15,2,6
92,19,2,6
94,18,2,6
93,19,2,6
93,19,2,6
92,18,2,6
93,17,2,6
91,19,2,6
92,18,2,6
89,17,2,6
90,20,2,6
93,17,2,6
94,17,2,6
93,18,2,6
92,18,2,6
90,15,2,6
93,17,2,6
93,16,2,6
92,18,2,6
93,15,2,6
94,17,2,6
91,15,2,6
93,18,2,6
92,15,2,6
92,15,2,6
93,17,2,6
94,21,2,6
92,16,2,6
93,18,2,6
92,17,2,6
92,18,2,6
93,17,2,6
93,14,2,6
93,16,2,6
94,18,2,6
93,18,2,6
91,16,2,6
94,15,2,6
94,18,2,6
93,18,2,6
91,17,2,6
91,16,2,6
94,16,2,6
92,19,2,6
93,16,2,6
93,15,2,6
91,17,2,6
92,16,2,6
93,16,2,6
94,17,2,6
91,19,2,6
93,16,2,6
92,18,2,6
94,15,2,6
92,16,2,6
94,17,2,6
90,18,2,6
90,16,2,6
90,17,2,6
91,17,2,6
91,17,2,6
92,17,2,6
90,18,2,6
93,17,2,6
92,17,2,6
92,17,2,6
91,18,2,6
92,16,2,6
91,17,2,6
91,17,2,6
92,17,2,6
91,16,2,6
94,17,2,6
92,18,2,6
92,16,2,6
93,17,2,6
92,15,2,6
93,20,2,6
90,17,2,6
92,17,2,6
92,18,2,6
91,19,2,6
91,18,2,6
91,19,2,6
92,18,2,6
93,17,2,6
92,18,2,6
91,16,2,6
95,17,2,6
91,18,2,6
94,19,2,6
91,18,2,6
91,16,2,6
91,18,2,6
92,17,2,6
92,17,2,6
92,16,2,6
92,19,2,6
93,20,2,6
91,15,2,6
93,16,2,6
93,19,2,6
94,16,2,6
95,16,2,6
92,17,2,6
92,17,2,6
92,17,2,6
93,16,2,6
92,15,2,6
93,16,2,6
88,16,2,6
92,18,2,6
92,17,2,6
90,18,2,6
90,17,2,6
92,14,2,6
91,18,2,6
91,18,2,6
91,16,2,6
92,17,2,6
92,17,2,6
94,16,2,6
91,18,2,6
89,15,2,6
95,14,2,6
89,19,2,6
92,18,2,6
92,16,2,6
91,19,2,6
92,17,2,6
93,19,2,6
94,15,2,6
91,16,2,6
92,18,2,6
92,17,2,6
92,18,2,6
93,16,2,6
93,17,2,6
92,19,2,6
91,17,2,6
93,16,2,6
93,18,2,6
92,18,2,6
92,16,2,6
91,17,2,6
92,15,2,6
93,16,2,6
93,14,2,6
91,16,2,6
92,17,2,6
94,20,2,6
93,17,2,6
92,16,2,6
91,18,2,6
93,11,2,6
92,15,2,6
92,16,2,6
91,15,2,6
88,17,2,6
94,18,2,6
94,16,2,6
94,17,2,6
94,18,2,6
93,15,2,6
93,17,2,6
92,19,2,6
93,15,2,6
92,17,2,6
92,15,2,6
93,19,2,6
93,17,2,6
93,18,2,6
92,19,2,6
93,17,2,6
93,20,2,6
92,17,2,6
92,16,2,6
94,15,2,6
93,15,2,6
91,18,2,6
91,17,2,6
93,17,2,6
91,17,2,6
92,20,2,6
95,17,2,6
93,16,2,6
93,18,2,6
92,16,2,6
92,18,2,6
91,17,2,6
92,18,2,6
93,15,2,6
93,17,2,6
90,17,2,6
94,17,2,6
90,17,2,6
95,14,2,6
91,17,2,6
93,16,2,6
92,18,2,6
89,18,2,6
94,16,2,6
90,19,2,6
94,18,2,6
91,18,2,6
90,18,2,6
93,15,2,6
92,17,2,6
91,18,2,6
93,16,2,6
90,18,2,6
93,18,2,6
92,18,2,6
94,18,2,6
90,16,2,6
92,19,2,6
92,14,2,6
92,19,2,6
92,13,2,6
92,17,2,6
92,17,2,6
93,18,2,6
91,19,2,6
93,16,2,6
94,19,2,6
92,16,2,6
92,17,2,6
96,16,2,6
93,17,2,6
93,16,2,6
92,16,2,6
92,17,2,6
92,17,2,6
95,15,2,6
95,19,2,6
93,16,2,6
92,16,2,6
91,16,2,6
88,15,2,6
90,18,2,6
89,19,2,6
95,17,2,6
94,14,2,6
93,16,2,6
93,16,2,6
93,15,2,6
94,15,2,6
93,16,2,6
93,18,2,6
91,18,2,6
93,17,2,6
92,17,2,6
92,16,2,6
93,15,2,6
93,18,2,6
91,17,2,6
91,17,2,6
91,18,2,6
93,17,2,6
92,17,2,6
93,17,2,6
93,18,2,6
91,16,2,6
94,21,2,6
94,20,2,6
90,17,2,6
92,15,2,6
92,19,2,6
90,16,2,6
94,19,2,6
93,16,2,6
91,17,2,6
92,15,2,6
96,16,2,6
93,19,2,6
91,18,2,6
92,16,2,6
93,16,2,6
91,16,2,6
92,16,2,6
93,17,2,6
94,18,2,6
90,15,2,6
91,20,2,6
91,16,2,6
93,17,2,6
94,17,2,6
94,17,2,6
92,19,2,6
94,18,2,6
93,17,2,6
93,19,2,6
90,16,2,6
91,16,2,6
90,15,2,6
94,18,2,6
92,19,2,6
93,17,2,6
92,17,2,6
94,17,2,6
92,18,2,6
93,18,2,6
90,17,2,6
93,18,2,6
90,17,2,6
93,19,2,6
91,18,2,6
91,16,2,6
92,18,2,6
92,19,2,6
94,18,2,6
93,17,2,6
92,18,2,6
92,17,2,6
94,15,2,6
93,14,2,6
93,20,2,6
94,15,2,6
90,19,2,6
91,17,2,6
93,15,2,6
93,14,2,6
93,15,2,6
92,17,2,6
91,16,2,6
93,17,2,6
91,16,2,6
90,18,2,6
88,17,2,6
92,15,2,6
90,17,2,6
94,17,2,6
93,19,2,6
93,16,2,6
91,16,2,6
91,17,2,6
91,17,2,6
93,16,2,6
92,17,2,6
92,19,2,6
92,17,2,6
93,18,2,6
92,14,2,6
94,16,2,6
92,15,2,6
94,18,2,6
92,17,2,6
95,16,2,6
93,17,2,6
93,17,2,6
93,14,2,6
93,20,2,6
91,17,2,6
90,18,2,6
92,18,2,6
92,18,2,6
91,18,2,6
92,17,2,6
93,14,2,6
92,20,2,6
92,14,2,6
90,15,2,6
92,17,2,6
92,16,2,6
92,15,2,6
93,16,2,6
90,20,2,6
94,16,2,6
90,17,2,6
94,17,2,6
92,15,2,6
93,17,2,6
91,17,2,6
92,17,2,6
90,15,2,6
92,18,2,6
93,16,2,6
92,17,2,6
93,15,2,6
92,18,2,6
90,17,2,6
92,16,2,6
92,17,2,6
93,17,2,6
93,17,2,6
93,15,2,6
91,19,2,6
91,16,2,6
95,16,2,6
91,17,2,6
93,16,2,6
91,17,2,6
92,15,2,6
92,18,2,6
93,15,2,6
93,17,2,6
93,18,2,6
90,19,2,6
94,18,2,6
93,19,2,6
94,18,2,6
91,16,2,6
91,17,2,6
95,17,2,6
93,16,2,6
92,18,2,6
92,17,2,6
93,18,2,6
93,16,2,6
91,19,2,6
92,18,2,6
92,16,2,6
90,16,2,6
93,18,2,6
95,16,2,6
91,18,2,6
91,18,2,6
91,18,2,6
92,16,2,6
92,15,2,6
93,18,2,6
94,17,2,6
93,15,2,6
92,16,2,6
91,18,2,6
92,17,2,6
92,16,2,6
93,17,2,6
91,17,2,6
93,16,2,6
93,16,2,6
93,18,2,6
92,14,2,6
91,16,2,6
92,13,2,6
92,19,2,6
95,19,2,6
93,16,2,6
93,18,2,6
92,18,2,6
92,18,2,6
92,18,2,6
91,17,2,6
93,20,2,6
92,14,2,6
94,17,2,6
91,18,2,6
93,17,2,6
94,16,2,6
92,16,2,6
93,18,2,6
92,16,2,6
95,18,2,6
90,18,2,6
91,17,2,6
94,16,2,6
91,18,2,6
93,16,2,6
90,17,2,6
93,16,2,6
92,18,2,6
92,15,2,6
91,15,2,6
91,19,2,6
92,17,2,6
93,15,2,6
90,16,2,6
94,16,2,6
93,16,2,6
91,17,2,6
91,19,2,6
94,15,2,6
93,19,2,6
95,20,2,6
93,16,2,6
91,17,2,6
93,18,2,6
92,17,2,6
90,17,2,6
91,17,2,6
91,17,2,6
90,19,2,6
92,17,2,6
94,18,2,6
90,15,2,6
93,17,2,6
91,18,2,6
92,16,2,6
91,18,2,6
93,17,2,6
92,18,2,6
94,18,2,6
89,18,2,6
91,20,2,6
93,18,2,6
92,16,2,6
91,18,2,6
93,18,2,6
91,18,2,6
93,16,2,6
92,17,2,6
92,17,2,6
91,17,2,6
96,18,2,6
92,18,2,6
91,17,2,6
91,16,2,6
93,18,2,6
91,18,2,6
92,16,2,6
90,16,2,6
93,17,2,6
90,17,2,6
90,18,2,6
92,18,2,6
90,16,2,6
95,17,2,6
94,15,2,6
91,18,2,6
92,15,2,6
93,15,2,6
92,17,2,6
96,16,2,6
90,18,2,6
91,19,2,6
93,17,2,6
93,18,2,6
91,16,2,6
90,20,2,6
94,17,2,6
92,15,2,6
90,17,2,6
93,17,2,6
91,16,2,6
92,17,2,6
91,16,2,6
92,19,2,6
92,19,2,6
93,17,2,6
92,17,2,6
94,16,2,6
92,16,2,6
93,19,2,6
93,18,2,6
93,16,2,6
94,17,2,6
92,17,2,6
93,16,2,6
93,17,2,6
93,17,2,6
93,18,2,6
91,17,2,6
91,15,2,6
93,16,2,6
94,18,2,6
95,15,2,6
92,17,2,6
93,16,2,6
91,17,2,6
92,17,2,6
93,20,2,6
93,17,2,6
91,19,2,6
93,16,2,6
91,18,2,6
92,17,2,6
90,17,2,6
94,17,2,6
92,15,2,6
92,18,2,6
93,19,2,6
96,18,2,6
93,18,2,6
90,19,2,6
93,15,2,6
91,17,2,6
94,15,2,6
93,15,2,6
89,15,2,6
94,17,2,6
94,17,2,6
92,15,2,6
90,17,2,6
93,17,2,6
93,15,2,6
90,19,2,6
92,17,2,6
91,16,2,6
93,17,2,6
91,16,2,6
92,16,2,6
91,18,2,6
91,19,2,6
90,16,2,6
93,15,2,6
92,15,2,6
92,17,2,6
93,16,2,6
93,19,2,6
92,17,2,6
91,17,2,6
92,17,2,6
93,16,2,6
90,17,2,6
92,19,2,6
90,16,2,6
92,17,2,6
93,16,2,6
94,17,2,6
90,18,2,6
91,18,2,6
91,15,2,6
93,17,2,6
92,20,2,6
91,18,2,6
92,17,2,6
93,19,2,6
90,15,2,6
92,16,2,6
93,18,2,6
93,16,2,6
91,17,2,6
92,16,2,6
90,17,2,6
93,17,2,6
95,17,2,6
94,15,2,6
92,19,2,6
93,18,2,6
90,18,2,6
94,16,2,6
90,17,2,6
92,17,2,6
91,19,2,6
92,19,2,6
90,16,2,6
93,17,2,6
93,14,2,6
91,17,2,6
94,18,2,6
92,15,2,6
91,16,2,6
93,17,2,6
90,17,2,6
92,16,2,6
94,16,2,6
94,18,2,6
92,18,2,6
91,18,2,6
94,16,2,6
90,17,2,6
93,15,2,6
92,20,2,6
94,19,2,6
95,16,2,6
92,21,2,6
93,17,2,6
92,15,2,6
93,18,2,6
92,16,2,6
90,15,2,6
91,17,2,6
92,19,2,6
92,15,2,6
94,16,2,6
91,19,2,6
91,15,2,6
95,19,2,6
93,17,2,6
91,19,2,6
91,18,2,6
92,18,2,6
92,16,2,6
94,16,2,6
93,17,2,6
94,18,2,6
94,16,2,6
92,17,2,6
93,16,2,6
93,16,2,6
91,16,2,6
95,18,2,6
91,16,2,6
90,18,2,6
93,15,2,6
91,17,2,6
94,16,2,6
94,18,2,6
94,15,2,6
92,19,2,6
91,18,2,6
93,15,2,6
93,17,2,6
91,17,2,6
94,18,2,6
94,18,2,6
95,16,2,6
91,18,2,6
93,20,2,6
92,18,2,6
89,20,2,6
93,16,2,6
93,17,2,6
92,18,2,6
93,18,2,6
93,16,2,6
92,18,2,6
93,15,2,6
89,18,2,6
93,17,2,6
92,14,2,6
94,16,2,6
95,18,2,6
93,17,2,6
93,20,2,6
93,15,2,6
94,19,2,6
90,19,2,6
91,17,2,6
94,16,2,6
92,15,2,6
93,18,2,6
93,20,2,6
91,15,2,6
92,16,2,6
92,19,2,6
91,14,2,6
94,18,2,6
90,15,2,6
93,17,2,6
93,17,2,6
92,18,2,6
91,16,2,6
92,16,2,6
92,17,2,6
92,16,2,6
93,16,2,6
92,15,2,6
91,16,2,6
91,17,2,6
90,17,2,6
91,18,2,6
93,19,2,6
91,18,2,6
93,18,2,6
92,17,2,6
92,17,2,6
93,16,2,6
96,17,2,6
93,18,2,6
93,19,2,6
93,16,2,6
92,16,2,6
94,17,2,6
93,15,2,6
93,14,2,6
92,17,2,6
90,16,2,6
94,18,2,6
91,15,2,6
92,15,2,6
93,18,2,6
94,19,2,6
92,16,2,6
91,20,2,6
92,16,2,6
92,15,2,6
92,16,2,6
91,14,2,6
91,17,2,6
93,14,2,6
89,17,2,6
92,18,2,6
92,18,2,6
93,17,2,6
92,18,2,6
91,17,2,6
91,15,2,6
90,17,2,6
93,14,2,6
90,16,2,6
91,14,2,6
93,18,2,6
94,15,2,6
90,19,2,6
92,19,2,6
93,19,2,6
92,15,2,6
93,17,2,6
94,14,2,6
93,18,2,6
94,16,2,6
93,15,2,6
94,19,2,6
90,18,2,6
94,17,2,6
92,16,2,6
93,15,2,6
92,19,2,6
91,17,2,6
90,17,2,6
91,17,2,6
89,19,2,6
90,18,2,6
91,16,2,6
90,17,2,6
91,17,2,6
91,17,2,6
95,16,2,6
92,17,2,6
94,18,2,6
92,17,2,6
92,17,2,6
93,17,2,6
91,14,2,6
97,17,2,6
95,16,2,6
91,18,2,6
92,18,2,6
93,20,2,6
92,18,2,6
91,16,2,6
92,17,2,6
94,18,2,6
91,15,2,6
94,18,2,6
93,16,2,6
96,17,2,6
89,12,2,6
92,17,2,6
91,18,2,6
92,18,2,6
92,15,2,6
93,15,2,6
92,16,2,6
92,17,2,6
89,18,2,6
91,16,2,6
92,16,2,6
89,16,2,6
94,18,2,6
93,15,2,6
91,17,2,6
90,17,2,6
90,17,2,6
91,17,2,6
91,16,2,6
92,16,2,6
91,19,2,6
92,14,2,6
91,17,2,6
92,16,2,6
94,19,2,6
93,17,2,6
93,15,2,6
93,18,2,6
91,17,2,6
90,16,2,6
91,18,2,6
90,17,2,6
94,15,2,6
91,16,2,6
91,17,2,6
95,16,2,6
92,13,2,6
92,16,2,6
93,16,2,6
93,18,2,6
90,19,2,6
92,18,2,6
93,18,2,6
93,17,2,6
92,16,2,6
94,18,2,6
90,17,2,6
93,15,2,6
93,16,2,6
92,15,2,6
93,14,2,6
91,18,2,6
92,17,2,6
91,18,2,6
92,17,2,6
91,18,2,6
93,16,2,6
92,19,2,6
92,16,2,6
93,19,2,6
90,19,2,6
92,16,2,6
92,17,2,6
91,17,2,6
93,17,2,6
92,18,2,6
90,16,2,6
94,18,2,6
95,16,2,6
90,16,2,6
92,17,2,6
94,18,2,6
92,17,2,6
92,17,2,6
93,16,2,6
93,17,2,6
90,16,2,6
91,17,2,6
91,19,2,6
93,17,2,6
92,18,2,6
92,17,2,6
92,15,2,6
93,15,2,6
95,18,2,6
92,17,2,6
91,16,2,6
91,18,2,6
93,18,2,6
92,16,2,6
91,18,2,6
91,17,2,6
90,18,2,6
93,17,2,6
91,15,2,6
92,18,2,6
92,17,2,6
92,17,2,6
92,17,2,6
93,18,2,6
93,18,2,6
90,17,2,6
92,17,2,6
95,16,2,6
94,18,2,6
91,16,2,6
93,17,2,6
92,18,2,6
94,17,2,6
91,18,2,6
93,17,2,6
92,16,2,6
92,18,2,6
93,18,2,6
91,18,2,6
94,17,2,6
92,16,2,6
93,19,2,6
93,18,2,6
94,18,2,6
93,20,2,6
90,16,2,6
92,20,2,6
90,18,2,6
93,17,2,6
95,18,2,6
90,19,2,6
95,16,2,6
93,17,2,6
93,18,2,6
90,18,2,6
94,15,2,6
91,17,2,6
92,16,2,6
94,16,2,6
90,19,2,6
91,19,2,6
92,19,2,6
91,17,2,6
91,15,2,6
92,15,2,6
93,18,2,6
91,17,2,6
95,17,2,6
93,19,2,6
92,17,2,6
93,18,2,6
91,17,2,6
90,17,2,6
91,18,2,6
92,20,2,6
93,15,2,6
93,18,2,6
93,18,2,6
92,16,2,6
91,14,2,6
93,19,2,6
91,17,2,6
92,18,2,6
95,16,2,6
94,14,2,6
92,18,2,6
91,17,2,6
95,18,2,6
94,18,2,6
93,16,2,6
94,14,2,6
96,15,2,6
90,17,2,6
93,16,2,6
93,19,2,6
91,16,2,6
92,17,2,6
93,14,2,6
94,18,2,6
91,18,2,6
92,17,2,6
90,15,2,6
92,14,2,6
92,17,2,6
92,16,2,6
91,14,2,6
95,16,2,6
95,16,2,6
92,17,2,6
95,19,2,6
91,17,2,6
90,17,2,6
93,20,2,6
92,16,2,6
89,17,2,6
91,15,2,6
93,21,2,6
91,17,2,6
92,17,2,6
91,18,2,6
92,17,2,6
93,17,2,6
93,17,2,6
91,15,2,6
95,17,2,6
92,20,2,6
94,17,2,6
90,15,2,6
94,19,2,6
92,16,2,6
92,19,2,6
91,18,2,6
92,15,2,6
93,18,2,6
91,16,2,6
91,17,2,6
94,17,2,6
93,16,2,6
91,17,2,6
93,19,2,6
92,20,2,6
93,17,2,6
93,19,2,6
91,17,2,6
92,18,2,6
94,17,2,6
92,16,2,6
90,17,2,6
91,19,2,6
93,18,2,6
94,16,2,6
92,17,2,6
93,19,2,6
94,15,2,6
91,16,2,6
94,19,2,6
94,15,2,6
